PA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F0,LABEL
R39554,0.846235,-0.09496,0.182281,-1.981085,0.61923,-2.59185,-0.610333,-1.050665,0.937165,-2.008276,I
R39555,-0.153617,-0.087108,0.299642,0.689629,0.261718,2.391131,0.220177,-1.396046,-0.902542,2.153131,F
R39556,-0.22768,0.289748,-0.006209,0.395814,0.261718,0.937762,0.182426,-0.595452,0.375899,0.857916,A
R39557,0.080916,0.164129,0.19295,0.819007,0.261718,-0.01731,-0.308329,0.67152,-0.216549,0.293507,A
R39558,-0.511588,-0.620989,0.491688,-2.053711,-0.006417,3.221628,0.484429,-0.910816,-1.49499,2.701833,D
R39559,0.068573,-0.087108,0.470349,-0.099617,0.17234,-0.183409,0.748682,0.534175,0.781258,-0.440132,A
R39560,0.056229,-0.063555,0.310311,-1.048885,0.261718,0.647088,0.52218,0.04248,0.032902,0.403221,F
R39561,0.266074,0.580242,0.114709,-0.165469,0.261718,-0.307984,0.295677,-0.352235,-0.185368,-0.325874,A
R39562,-0.462213,0.352558,0.150273,0.56049,0.261718,-0.349509,-0.157328,0.848084,0.656532,-0.106578,E
R39563,-0.178304,0.258344,-0.12357,0.228303,0.082961,1.477585,0.182426,-0.139345,0.18881,1.351911,F
R39564,-0.635027,-0.448263,0.299642,1.407861,0.17234,-0.10036,-1.705095,1.105532,1.747883,1.213615,Y
R39565,-2.449572,4.835583,0.352988,0.048976,-2.419627,-0.598658,0.333428,-0.617547,-3.989507,-0.601972,A
R39566,0.142636,0.164129,0.200063,-0.249732,0.261718,-0.515608,0.031425,0.364679,0.843621,-0.337856,A
R39567,0.340137,0.399665,0.207175,-0.724993,0.261718,-0.930856,0.220177,0.226519,0.500624,-0.827295,A
R39568,0.068573,0.007106,0.288973,0.592954,0.261718,-0.349509,0.144676,0.960188,1.186617,-0.262644,H
R39569,0.278418,-0.3619,0.502357,-1.588745,0.261718,-1.22153,0.220177,-1.283844,-0.310094,-1.100657,F
R39570,-0.128929,0.022808,0.19295,0.837775,0.261718,1.35301,-0.232828,0.247196,-0.060642,1.519671,A
R39571,-0.104241,-0.338346,0.384996,-0.096275,0.261718,0.397939,0.824183,-0.237529,0.594169,0.021399,E
R39572,-0.351118,-0.314793,0.573485,1.670018,-0.185173,1.062336,-0.34608,-0.210192,0.874802,1.345426,X
R39573,-0.215336,-0.102811,0.360101,0.941284,0.17234,0.730137,0.069175,0.855131,0.62535,0.75118,E
R39574,0.229043,-0.22843,0.324537,-0.869141,0.261718,-1.138481,0.295677,0.013221,-0.247731,-1.055486,F
R39575,0.661077,-0.204876,-3.075385,0.471036,1.066121,-1.138481,-1.893847,1.875547,1.779065,0.170966,I
R39576,-0.042522,-2.395356,-3.210528,-1.128463,-0.721442,0.854712,-4.91388,-1.914515,-2.523978,-0.715785,A
R39577,-0.017834,-0.149918,-2.975805,-1.078156,0.082961,2.764855,-2.837607,-2.233976,-2.711067,-1.960598,F
R39578,0.266074,0.211237,0.114709,0.937882,0.261718,2.308081,0.257927,0.829192,-0.029461,2.091361,A
R39579,0.105604,0.203385,-0.023991,0.995678,0.261718,0.688613,0.220177,0.488879,0.095265,0.616367,A
R39580,0.340137,0.399665,0.207175,-0.724993,0.261718,-0.972381,0.220177,-0.204348,0.313536,-0.881133,A
R39581,0.080916,0.203385,0.310311,0.26951,0.261718,0.14879,0.371178,0.345419,0.157628,0.043677,H
R39582,9.943651,-0.220579,-0.048886,-0.675372,-3.045274,-1.968978,-3.517115,-0.453176,1.24898,-2.678252,I
R39583,-0.091897,-0.118513,0.189393,1.280303,0.261718,0.231839,0.069175,1.069361,0.095265,0.29106,A
R39584,-0.116585,-0.212727,-0.027547,-0.927921,0.351096,1.103861,0.257927,-1.191679,-0.185368,0.968824,E
R39585,-0.141273,0.729415,0.079145,0.151709,0.261718,-1.013906,-0.006326,0.495073,0.469443,-0.803847,F
R39586,0.068573,-0.016448,0.274747,-0.03633,0.261718,-0.515608,-0.195078,-0.03621,0.438262,-0.247973,H
R39587,0.019197,-0.040001,0.288973,-0.042597,0.261718,0.107265,0.55993,-0.502433,0.251173,-0.079539,F
R39588,-0.22768,-0.110662,0.196506,1.060099,0.261718,0.273364,0.446679,0.842764,1.591976,0.117768,X
R39589,0.130292,-0.126364,0.271191,0.816262,0.261718,0.439463,0.031425,0.119443,-0.372457,0.516551,A
R39590,-0.178304,0.258344,-0.12357,0.228303,0.082961,-0.058835,0.408929,-1.25076,-0.715453,-0.161405,F
R39591,-0.079554,0.313302,0.139604,0.295528,0.261718,0.896237,-0.119577,-0.151499,-0.091823,1.019961,A
R39592,-0.672058,0.069915,0.395665,1.103662,0.261718,0.439463,0.257927,-0.23184,0.375899,0.366211,E
R39593,0.142636,0.164129,0.200063,-0.249732,0.261718,-1.22153,-0.006326,-0.800692,-0.933723,-0.996067,A
R39594,0.438888,0.195534,0.14316,-0.809435,0.261718,-0.723232,0.408929,-1.067926,0.032902,-0.744874,F
R39595,0.192011,0.242641,0.164499,0.576722,0.261718,-0.266459,0.106925,0.600809,-0.278912,-0.16296,A
R39596,-0.22768,0.289748,-0.006209,0.395814,0.261718,0.107265,0.597681,1.349816,0.562987,-0.101491,A
R39597,-0.054866,-0.330495,-3.210528,-0.267456,0.261718,0.688613,0.597681,0.490044,-0.123005,0.397555,F
R39598,0.241386,0.109171,-0.127126,0.380626,0.17234,1.519109,0.069175,-0.472028,-0.123005,1.500973,A
R39599,-0.314087,-0.157769,0.043581,1.051505,0.17234,1.394535,0.937434,-0.148956,0.375899,0.821112,E
R39600,-0.030178,-0.063555,0.274747,-0.394925,0.261718,-1.180006,-0.119577,-0.451332,0.40708,-0.901277,F
R39601,0.15498,0.289748,0.207175,-0.007298,0.17234,-0.640182,0.144676,0.5141,0.282354,-0.540117,G
R39602,0.229043,0.807926,-0.052442,0.082634,0.261718,-0.058835,0.408929,-0.032424,0.001721,-0.146481,F
R39603,0.426544,-0.055704,-0.08445,0.139087,0.976743,0.231839,-1.063338,0.094552,0.750076,1.046072,I
R39604,-0.116585,-0.338346,0.584154,1.143884,0.797987,0.024215,-1.138838,-1.410686,-1.214356,0.922447,Y
R39605,0.031541,0.140576,0.399221,-0.817372,0.261718,-0.598658,0.635431,0.893438,0.531806,-0.764946,H
R39606,0.105604,-0.126364,0.388552,-0.425061,0.261718,0.024215,0.635431,-0.664144,0.064084,-0.202104,F
R39607,0.278418,0.069915,0.214288,-2.283942,0.082961,-0.474083,0.52218,-1.40156,-0.278912,-0.577777,A
R39608,-0.597995,-0.071406,0.352988,0.220844,0.261718,1.43606,-0.42158,-0.65628,0.999528,1.763184,E
R39609,0.426544,7.293004,0.19295,-1.533156,-0.989576,-1.055431,-0.044076,-0.28399,-0.278912,-0.824908,A
R39610,0.229043,0.807926,-0.052442,0.082634,0.261718,-0.349509,-0.157328,0.247177,-0.123005,-0.126964,F
R39611,0.043885,0.187683,0.303198,-0.717056,-1.79398,0.979286,0.257927,0.853365,0.531806,0.849454,A
R39612,-0.22768,-0.503221,0.406334,-0.671732,0.261718,-0.515608,-0.081827,0.898738,-0.590727,-0.307827,E
R39613,-3.498799,-0.550328,0.050694,-0.629422,-4.922215,-1.429155,-9.066425,-3.228608,-2.305708,-5.291744,A
R39614,0.229043,-1.044953,0.349432,0.84243,0.261718,0.273364,0.333428,1.420683,0.313536,0.184155,A
R39615,0.15498,0.289748,0.207175,-0.007298,0.17234,1.643684,0.824183,-2.129036,-1.588534,1.094389,G
R39616,0.09326,0.148427,0.171611,0.970704,0.17234,0.979286,1.42819,0.119094,0.032902,0.201297,A
R39617,-0.696746,-0.055704,-3.210528,0.628849,0.261718,1.892833,-0.044076,-0.535924,-1.058449,1.894958,W
R39618,0.327793,-2.426761,-2.324983,-1.744082,0.440474,-0.10036,0.899684,1.351428,-0.247731,-0.4427,A
R39619,-0.079554,-0.173471,0.367214,0.324501,0.261718,0.564038,0.144676,-0.174603,-0.091823,0.547521,F
R39620,0.117948,0.321153,-3.210528,0.642753,0.351096,-0.183409,0.106925,1.234975,0.375899,-0.118441,A
R39621,0.512951,-0.071406,-3.210528,0.755482,0.976743,-0.10036,-1.25209,1.313626,1.591976,0.815446,I
R39622,-0.042522,0.407516,-3.210528,-0.636404,0.261718,-0.10036,0.710932,-0.682355,-0.964905,-0.331913,A
R39623,0.4142,-0.173471,0.392108,-0.130887,0.261718,-0.557133,0.446679,-0.710644,-0.621908,-0.618247,F
R39624,0.364825,0.36826,0.19295,-0.420406,0.261718,-0.764757,0.333428,-0.247372,0.313536,-0.765633,H
R39625,0.105604,-0.09496,0.324537,0.557118,0.17234,0.14879,0.031425,0.257195,0.282354,0.230615,A
R39626,-0.215336,0.776522,0.502357,-1.289141,-0.721442,0.771662,0.52218,-0.590773,0.095265,0.511693,A
R39627,-0.128929,-0.03215,0.068476,-0.151655,-0.989576,-1.180006,0.182426,-0.455098,-0.278912,-1.053726,F
R39628,0.25373,-0.338346,-3.210528,-1.790689,0.351096,0.937762,0.408929,-0.78549,-0.216549,0.730614,A
R39629,0.105604,-0.251983,0.466793,0.287084,0.261718,-0.557133,0.446679,0.379551,-0.029461,-0.616885,A
R39630,0.907954,1.467426,0.37077,-1.242027,0.708609,-1.429155,-0.799085,0.115327,1.311343,-0.793287,I
R39631,-0.38815,-1.021399,0.057807,1.228564,-0.006417,1.685209,0.899684,-0.634904,0.313536,1.081057,X
R39632,-0.264711,-0.448263,0.431229,-1.121421,0.261718,-0.01731,-0.006326,0.443758,0.157628,0.108388,F
R39633,0.031541,-0.346197,-0.009765,1.029902,0.082961,1.809783,0.295677,0.393045,0.313536,1.586721,A
R39634,0.117948,-0.008597,0.623275,-0.855684,0.17234,-0.058835,0.333428,1.185892,0.157628,-0.103348,A
R39635,0.080916,-0.063555,0.349432,0.968645,-1.347089,0.14879,0.333428,0.190154,0.18881,0.068425,F
R39636,0.080916,0.077766,0.050694,0.857319,-1.257711,-0.391033,0.106925,2.215414,0.687713,-0.28162,A
R39637,-3.498799,-0.401156,0.352988,0.786513,-4.922215,-0.10036,-0.308329,0.712797,-0.590727,0.207506,A
R39638,-3.498799,0.148427,-3.210528,-0.293087,-4.922215,0.605563,-0.799085,0.895419,-0.216549,1.208106,I
R39639,-0.054866,-0.220579,0.466793,-0.21697,0.17234,-0.972381,0.257927,0.173806,0.18881,-0.886859,D
R39640,-0.437525,-0.471816,0.463236,-0.545248,0.261718,1.228436,0.371178,-1.748047,-1.120812,0.991065,E
R39641,0.056229,-0.016448,0.345875,-0.053786,0.17234,-0.723232,-0.044076,0.692158,0.62535,-0.518623,A
R39642,0.15498,-0.330495,0.299642,-0.333637,0.082961,-0.10036,0.446679,-0.189903,-0.154186,-0.216859,F
R39643,0.006853,-0.181323,0.388552,0.301377,-0.095795,1.726734,0.597681,-0.526838,0.18881,1.313841,A
R39644,0.056229,0.007106,0.406334,0.455401,0.261718,0.107265,0.371178,1.034006,1.03071,0.018168,A
R39645,-0.128929,0.069915,0.313868,0.510511,0.082961,-0.889332,0.55993,-0.368777,-0.310094,-0.980407,H
R39646,0.488263,-0.259834,0.050694,-0.755517,0.976743,0.771662,-2.19585,-2.793936,-2.77343,2.534423,I
R39647,0.364825,-0.149918,0.171611,0.04277,0.261718,-0.141884,-0.308329,0.037063,-0.590727,0.190303,F
R39648,-0.079554,0.187683,0.335206,0.745008,0.17234,0.273364,0.220177,0.962401,2.122061,0.251748,X
R39649,-3.498799,-0.440412,-3.210528,-0.364758,-4.922215,1.35301,0.106925,-0.563436,-0.964905,1.29166,A
R39650,0.15498,-0.322644,0.175168,0.126526,0.17234,0.06574,0.182426,0.331051,0.032902,0.078998,A
R39651,0.043885,0.069915,0.285416,0.372779,0.261718,-0.764757,0.748682,1.024705,0.750076,-0.941746,H
R39652,0.266074,0.556689,-0.020434,0.176624,0.261718,-1.096956,0.52218,0.920639,0.874802,-1.128818,G
R39653,-0.462213,0.352558,0.150273,0.56049,0.261718,-0.10036,0.031425,0.426032,0.656532,0.023086,E
R39654,-0.091897,-0.142067,0.324537,0.65821,0.17234,-0.141884,0.899684,-0.902021,-0.996086,-0.479022,F
R39655,0.080916,0.10132,0.10404,0.14049,0.261718,0.06574,0.371178,-0.381747,-0.341275,-0.017961,A
R39656,-0.091897,-0.29909,0.562816,1.131322,0.440474,-0.141884,-1.478592,0.303889,0.375899,1.025796,Y
R39657,0.809204,-0.09496,0.118265,0.987502,0.976743,-0.681707,-1.440842,0.701556,1.373706,0.348454,I
R39658,0.117948,0.124874,0.128935,0.3837,0.17234,1.020811,-2.346852,-0.532158,-0.43482,-1.231407,A
R39659,0.204355,-0.134216,0.043581,-0.654873,0.261718,-0.723232,0.52218,-2.466728,-1.245538,-0.798604,E
R39660,0.401857,-0.267686,0.299642,-0.808002,0.261718,1.768258,0.408929,-2.206795,-0.87136,1.467785,F
R39661,0.229043,0.014957,0.395665,-1.399572,0.082961,-0.764757,0.55993,-0.538138,0.62535,-0.861362,H
R39662,0.142636,-0.369751,0.413447,0.301347,0.17234,0.730137,0.597681,-0.242383,-0.060642,0.441026,F
R39663,0.327793,0.179832,0.157386,-0.508846,0.17234,0.730137,0.182426,0.148741,0.157628,0.690049,A
R39664,1.37702,-0.063555,0.349432,0.40572,0.17234,-0.930856,0.484429,-2.576658,-2.305708,-0.968738,A
R39665,0.57467,-0.134216,0.160942,1.252465,0.976743,-0.432558,-1.101088,-0.035356,0.18881,0.436143,I
R39666,0.389513,0.462474,0.136047,0.011679,-0.900198,-0.391033,0.408929,1.592975,0.40708,-0.451235,F
R39667,0.179667,-0.43256,0.150273,-1.883217,-1.078955,-0.806282,-0.006326,-1.421655,-1.245538,-0.606855,A
R39668,0.290762,0.077766,0.118265,0.275805,0.261718,-0.183409,0.031425,-0.247683,-0.372457,-0.072945,F
R39669,-0.116585,-0.338346,-3.210528,-0.865829,-1.168333,-0.10036,-0.006326,-0.777491,-0.528364,0.051922,A
R39670,0.266074,0.109171,0.207175,-0.849179,0.261718,0.356414,0.182426,-0.645136,-1.401445,0.350926,F
R39671,0.438888,0.289748,0.14316,-0.282494,0.261718,-0.307984,-0.459331,-0.432479,0.375899,0.101336,A
R39672,0.266074,0.556689,-0.020434,0.176624,0.261718,-0.806282,-0.006326,0.73662,0.344717,-0.610604,G
R39673,-0.215336,0.10132,0.235627,-0.280585,0.261718,-1.553729,-0.081827,-0.525556,-0.996086,-1.255963,E
R39674,0.031541,-2.426761,0.37077,0.77977,0.17234,1.35301,0.824183,0.116278,0.064084,0.841304,A
R39675,0.870923,-0.236281,0.025799,-1.94155,0.976743,-1.180006,-1.063338,-0.180118,0.032902,-0.387258,I
R39676,0.130292,-0.126364,0.271191,0.816262,0.261718,0.480988,0.673182,0.972537,-0.091823,0.188109,A
R39677,0.377169,0.109171,0.317424,-1.658297,-0.900198,-2.6749,0.333428,-0.677851,-3.116426,-2.453604,H
R39678,0.883267,-0.314793,0.086258,-1.337837,0.976743,-2.093552,-1.516343,-0.247916,1.186617,-1.080223,I
R39679,-0.16596,-0.134216,0.256965,0.387041,0.261718,1.228436,-0.232828,-0.791431,-0.933723,1.323642,F
R39680,0.167323,0.313302,0.168055,-0.383198,0.261718,0.107265,0.484429,0.17501,-0.123005,-0.045688,A
R39681,-3.498799,19.470188,0.256965,0.105669,-4.922215,-1.678304,-0.38383,0.593994,-2.866974,-1.237085,A
R39682,1.043737,-0.401156,0.473906,0.506215,0.261718,0.937762,0.635431,-0.327325,-0.777816,0.595596,A
R39683,0.068573,-0.087108,0.470349,-0.099617,0.17234,4.1767,1.201687,-2.177225,-2.305708,2.98021,A
R39684,-0.06721,-0.43256,-3.210528,-0.875108,0.17234,-0.266459,0.295677,-0.367127,0.032902,-0.286417,A
R39685,-0.128929,-0.322644,0.288973,0.764881,0.261718,0.06574,-0.34608,0.628301,0.313536,0.394661,F
R39686,0.019197,0.077766,0.349432,-0.356523,0.261718,-0.972381,0.257927,-0.043103,0.531806,-0.899686,H
R39687,0.698109,-0.306942,-0.03466,0.062642,0.976743,0.107265,-1.32759,-0.299115,0.999528,1.086735,I
R39688,-0.042522,-0.236281,-3.210528,-0.272051,0.261718,0.937762,0.371178,0.091465,0.313536,0.745538,A
R39689,-0.017834,-0.275537,0.388552,0.949727,0.261718,0.564038,0.257927,0.341458,-0.123005,0.496696,F
R39690,0.994361,-0.008597,-0.148465,0.826884,0.261718,0.564038,0.899684,0.455174,-0.154186,0.131522,A
R39691,0.327793,0.179832,0.157386,-0.508846,0.17234,-0.141884,0.144676,0.698041,0.594169,-0.092269,A
R39692,0.019197,0.619498,0.032912,-0.18385,0.261718,-0.972381,0.295677,0.556814,0.064084,-0.909004,G
R39693,0.031541,0.195534,0.246296,0.627208,0.261718,0.024215,0.371178,1.262836,0.812439,-0.024423,H
R39694,0.229043,0.807926,-0.052442,0.082634,0.261718,0.190314,0.182426,-0.656008,-0.715453,0.202575,F
R39695,-0.042522,-2.395356,-3.210528,-1.128463,-0.721442,-1.30458,-0.044076,-2.090205,-2.087438,-1.042418,A
R39696,-0.116585,-0.652394,0.505913,-1.24874,0.261718,0.397939,-0.006326,-1.306405,-0.341275,0.489897,E
R39697,0.192011,-0.03215,0.249852,-0.418765,0.17234,-1.180006,-0.195078,0.080399,-0.091823,-0.865931,F
R39698,-0.351118,-0.314793,0.573485,1.670018,-0.185173,-0.058835,-0.912336,1.195211,1.934972,0.651978,X
R39699,0.327793,0.179832,0.157386,-0.508846,0.17234,0.314889,0.220177,-0.671366,-0.87136,0.273724,A
R39700,-0.153617,-0.840822,0.139604,-0.971903,0.17234,-0.930856,1.201687,-2.770832,-1.027268,-1.277253,X
R39701,0.130292,-0.126364,0.271191,0.816262,0.261718,1.809783,0.52218,-0.067664,0.126447,1.424978,A
R39702,0.09326,0.148427,0.171611,0.970704,0.17234,0.397939,0.182426,0.509169,-0.029461,0.375555,A
R39703,0.772172,0.030659,0.075589,0.371824,0.976743,-1.013906,-0.685833,-0.940153,0.812439,-0.447366,I
R39704,-0.277055,-0.251983,-3.203415,1.957926,0.261718,2.183507,0.55993,1.552087,2.184424,1.804111,X
R39705,0.105604,0.721563,0.086258,0.505409,0.261718,0.397939,0.182426,0.721068,-0.060642,0.378556,F
R39706,0.377169,0.164129,0.139604,-0.241825,0.17234,0.273364,0.333428,-0.253818,-0.185368,0.178742,A
R39707,8.314263,-0.087108,0.527252,0.659642,-3.134652,-1.346105,0.597681,2.853404,-2.835793,-1.379588,E
R39708,-0.178304,0.014957,0.264078,0.582361,0.17234,0.439463,-0.006326,0.595742,-0.091823,0.56048,A
R39709,0.006853,-0.181323,0.388552,0.301377,-0.095795,-0.141884,0.144676,0.619778,0.500624,-0.065965,A
R39710,-0.252367,-0.110662,0.452567,0.888321,0.17234,1.228436,-0.157328,0.135189,0.064084,1.381181,D
R39711,0.994361,-0.008597,-0.148465,0.826884,0.261718,0.647088,0.673182,0.585277,0.219991,0.313301,A
R39712,-0.116585,0.281897,0.175168,-0.15249,0.261718,-0.889332,0.371178,-0.024328,0.905984,-0.87783,E
R39713,-0.06721,0.336855,0.221401,-0.311258,0.261718,-0.598658,0.220177,0.417023,-0.247731,-0.539587,G
R39714,-0.116585,-0.338346,0.584154,1.143884,0.797987,0.522513,-0.874585,0.668588,0.905984,1.210396,Y
R39715,0.364825,-0.189174,0.502357,0.22329,-1.168333,0.522513,0.106925,0.183747,-0.341275,0.533693,F
R39716,0.09326,0.148427,0.171611,0.970704,0.17234,0.439463,0.484429,0.272126,-0.746634,0.245021,A
R39717,0.117948,0.627349,0.075589,0.831628,0.261718,0.231839,0.182426,0.904971,0.001721,0.272121,A
R39718,-0.079554,0.250492,0.388552,-0.002584,0.082961,-0.557133,1.654692,-0.251916,0.750076,-1.160571,E
R39719,0.15498,0.336855,0.068476,0.021525,0.261718,-0.058835,0.182426,-0.918155,-0.933723,-0.035646,A
R39720,0.09326,0.148427,0.171611,0.970704,0.17234,0.356414,1.503691,0.683829,-0.247731,-0.35313,A
R39721,-0.202992,-0.000745,-3.210528,-0.527256,0.082961,-0.764757,0.295677,0.1149,-0.497183,-0.735422,D
R39722,5.759087,-0.236281,0.377883,-2.104317,-1.79398,-1.512204,-3.13961,-1.869899,-2.711067,-2.561257,A
R39723,0.15498,-0.3619,0.40989,-0.171945,0.261718,-0.058835,0.257927,-0.142102,0.064084,-0.074621,F
R39724,0.117948,0.321153,-3.210528,0.642753,0.351096,-0.598658,0.220177,0.961936,0.095265,-0.538936,A
R39725,-0.301743,0.171981,0.285416,0.684706,0.17234,2.681805,-0.157328,1.758297,1.779065,2.798129,X
R39726,-0.091897,-0.071406,0.537921,-1.178561,0.261718,-0.972381,-3.278029,-3.43977,-3.324303,-3.214922,E
R39727,0.488263,-0.259834,0.050694,-0.755517,0.976743,1.519109,-0.987837,-2.452749,-2.056256,2.291946,I
R39728,-0.042522,-0.3619,0.470349,-0.310721,0.261718,-0.847807,-2.988609,-0.028114,-0.185368,-2.215733,F
R39729,-0.672058,-0.613138,0.360101,0.373406,0.17234,0.480988,0.106925,-0.194912,0.937165,0.501567,E
R39730,-0.054866,-0.024299,0.079145,0.136282,0.261718,-0.058835,1.012935,-0.177555,-0.185368,-0.45103,F
R39731,-0.054866,0.580242,0.032912,-0.016668,0.261718,0.14879,0.106925,0.262399,0.18881,0.18888,A
R39732,-0.38815,-1.021399,0.057807,1.228564,-0.006417,1.892833,0.710932,-0.087176,0.62535,1.387944,X
R39733,-0.32643,0.321153,0.285416,-1.944952,-0.900198,-0.10036,-0.157328,0.35468,0.064084,0.148171,D
R39734,-0.104241,-0.079257,0.011573,0.220903,0.261718,0.024215,0.031425,0.142042,0.40708,0.130606,A
R39735,-0.079554,-0.291239,0.388552,0.855618,0.261718,-0.224934,0.257927,0.90101,0.126447,-0.22062,F
R39736,-0.030178,-0.346197,0.235627,-1.08105,0.17234,0.813187,0.635431,-1.343683,-0.216549,0.493224,E
R39737,0.09326,0.054213,0.374326,0.378926,0.261718,0.273364,0.371178,-0.44939,-0.715453,0.15603,H
R39738,0.117948,0.556689,-0.009765,-0.57261,0.261718,-0.266459,0.106925,-0.46766,0.064084,-0.182695,F
R39739,-0.141273,-0.024299,0.562816,-1.881367,0.082961,-1.595254,-2.724356,0.37227,0.157628,-2.759515,C
R39740,-0.215336,0.281897,0.107596,0.73922,0.082961,0.605563,0.257927,0.051819,0.874802,0.54552,E
R39741,-0.338774,-0.22843,0.584154,2.123586,0.261718,-0.01731,-1.478592,2.708293,2.090879,1.088169,X
R39742,0.080916,0.588093,0.01513,0.00225,0.261718,-0.640182,0.371178,0.942404,0.157628,-0.653616,F
R39743,0.056229,-0.730905,0.441898,0.183695,0.261718,0.107265,0.031425,0.09861,-0.154186,0.223045,A
R39744,0.019197,-0.087108,0.292529,0.240776,0.17234,0.356414,0.446679,-0.296863,-0.372457,0.190327,A
R39745,0.389513,0.376111,0.018686,-0.690978,0.082961,0.273364,0.673182,-1.526595,-1.089631,0.007463,A
R39746,0.57467,-0.134216,0.160942,1.252465,0.976743,-0.930856,-0.38383,-1.559058,-1.307901,-0.50435,I
R39747,0.426544,7.293004,0.19295,-1.533156,-0.989576,-2.093552,-0.157328,-3.727992,-2.9917,-1.718265,A
R39748,-0.141273,0.250492,0.406334,1.250286,-2.687761,0.688613,0.144676,0.012251,0.469443,0.682104,E
R39749,-0.06721,-0.43256,-3.210528,-0.875108,0.17234,-0.764757,-0.081827,-0.022484,0.219991,-0.538153,A
R39750,0.019197,0.038511,0.19295,0.323367,0.261718,0.522513,0.144676,-0.656591,-0.497183,0.515382,F
R39751,-0.128929,0.211237,0.075589,0.526356,0.261718,0.024215,-0.459331,0.56722,-0.372457,0.442942,A
R39752,-0.042522,0.10132,0.288973,0.722153,0.261718,-0.432558,-0.34608,1.367893,0.62535,-0.069449,A
R39753,-0.128929,0.705861,0.413447,2.004055,0.61923,1.43606,1.088436,-0.421412,-0.746634,1.848089,Y
R39754,0.117948,0.124874,0.128935,0.3837,0.17234,0.107265,0.371178,-0.12488,-0.278912,0.014913,A
R39755,0.229043,0.124874,0.182281,0.686496,0.261718,-0.474083,0.106925,-1.092098,-1.588534,-0.371285,A
R39756,0.352481,0.211237,0.306755,-0.946242,0.17234,-1.470679,-2.271351,-0.430731,-1.089631,-1.626634,A
R39757,0.340137,-0.29909,0.719297,-0.434818,0.17234,-0.847807,0.484429,-0.226618,0.001721,-0.893923,D
R39758,0.907954,-0.330495,0.132491,1.039033,0.887365,-0.640182,-1.025587,1.217947,0.687713,0.12547,I
R39759,0.105604,0.289748,0.171611,-0.220044,0.261718,-0.01731,0.069175,-0.806827,-0.777816,0.064363,A
R39760,-0.030178,0.014957,0.264078,0.374062,0.261718,-0.058835,0.031425,0.746327,0.40708,0.068172,A
R39761,0.352481,-0.259834,0.463236,-1.127687,-1.078955,0.356414,-0.006326,0.514158,-0.43482,0.452719,F
R39762,-0.425181,-0.220579,0.306755,0.496637,0.261718,-1.055431,0.220177,-0.560543,0.282354,-0.953608,E
R39763,-0.054866,0.203385,0.05425,-0.028782,0.261718,-0.557133,0.333428,-0.861152,-0.65309,-0.559574,G
